id,name,location,temperature,vibration,oil_level,last_updated,status
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,65.6,74.5,91,2025-01-28T23:37:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,59.8,38.6,84,2025-01-29T09:47:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,92.7,80.4,42,2025-01-28T23:32:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,64.2,38.9,61,2025-01-29T18:48:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,70.6,97.7,59,2025-01-29T19:15:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,55.7,22.7,73,2025-01-29T19:04:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,70.3,48.1,75,2025-01-28T22:28:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,72.3,85.7,49,2025-01-29T09:57:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,77.2,74.5,46,2025-01-28T22:26:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,88.5,69.5,89,2025-01-28T21:53:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,53.7,21.9,79,2025-01-29T13:47:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.0,82.5,79,2025-01-28T13:38:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,63.5,58.6,67,2025-01-28T17:07:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.7,83.3,84,2025-01-28T13:08:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,81.3,16.6,64,2025-01-28T12:25:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.6,48.1,90,2025-01-28T03:23:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.0,0.8,50,2025-01-27T20:51:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.1,47.5,96,2025-01-27T20:24:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.4,93.4,75,2025-01-28T18:43:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,83.0,36.0,63,2025-01-28T19:16:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,76.5,10.1,41,2025-01-27T20:00:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,91.0,40.7,71,2025-01-28T01:17:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,72.0,73.4,100,2025-01-27T21:15:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.8,70.2,55,2025-01-28T06:21:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,71.5,29.9,75,2025-01-27T23:33:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.0,52.2,89,2025-01-28T17:38:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,92.2,90.8,75,2025-01-28T06:06:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,53.1,60.6,71,2025-01-27T23:27:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,62.9,37.9,91,2025-01-28T10:23:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,72.1,93.1,56,2025-01-27T23:14:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,55.3,48.5,71,2025-01-28T13:57:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,65.8,92.2,86,2025-01-28T02:26:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,90.3,42.9,76,2025-01-28T02:13:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.8,2.1,60,2025-01-28T12:13:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,62.5,84.5,77,2025-01-28T14:07:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,91.1,49.2,54,2025-01-27T03:06:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,76.7,95.3,88,2025-01-27T11:08:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.6,90.9,84,2025-01-26T22:44:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,74.8,33.8,50,2025-01-26T22:45:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,71.2,76.3,65,2025-01-27T06:07:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,66.4,84.2,84,2025-01-27T12:28:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,86.9,27.5,99,2025-01-27T08:00:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,51.6,79.3,52,2025-01-27T07:05:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.5,29.9,64,2025-01-27T15:14:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.7,14.8,87,2025-01-27T10:36:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,54.7,21.6,88,2025-01-27T03:56:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,58.8,92.9,67,2025-01-27T10:09:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,76.5,98.3,62,2025-01-27T12:42:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,80.2,70.7,100,2025-01-26T22:45:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.4,11.4,88,2025-01-27T13:52:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,67.7,20.2,97,2025-01-27T01:02:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.3,87.2,61,2025-01-27T12:18:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,60.4,2.0,43,2025-01-26T20:12:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,51.9,34.1,60,2025-01-27T01:37:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,90.7,88.3,80,2025-01-26T20:20:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,53.1,42.7,47,2025-01-26T21:02:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,71.9,39.1,41,2025-01-27T16:51:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,74.2,44.0,41,2025-01-27T10:37:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,51.9,53.9,53,2025-01-27T14:46:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,79.6,86.3,40,2025-01-26T14:29:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,77.8,5.5,45,2025-01-26T00:25:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.8,77.8,67,2025-01-25T21:48:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,70.1,54.7,57,2025-01-25T23:49:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,62.0,11.5,68,2025-01-26T01:14:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,54.4,31.5,48,2025-01-25T20:00:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,63.5,58.7,95,2025-01-25T22:20:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,81.2,1.0,62,2025-01-26T10:26:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.0,69.3,65,2025-01-26T12:53:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,83.8,56.1,59,2025-01-26T10:14:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,91.5,71.5,57,2025-01-26T13:29:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,86.4,44.9,48,2025-01-26T08:53:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,88.6,87.5,44,2025-01-26T05:49:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,89.8,83.6,88,2025-01-26T10:42:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,88.7,77.8,97,2025-01-25T20:25:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,74.1,36.1,69,2025-01-26T00:06:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,62.0,17.2,60,2025-01-26T04:45:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,52.8,65.8,72,2025-01-26T12:01:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,68.8,89.5,47,2025-01-26T11:27:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,85.0,94.1,92,2025-01-26T09:30:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.8,64.9,72,2025-01-26T14:12:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,53.8,17.3,74,2025-01-26T13:52:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,87.9,30.5,93,2025-01-26T10:36:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,66.7,15.7,42,2025-01-26T08:48:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.1,93.7,49,2025-01-25T06:02:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,77.9,42.1,53,2025-01-25T03:53:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,69.5,43.0,64,2025-01-25T06:42:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.0,84.7,96,2025-01-25T15:43:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.8,46.8,62,2025-01-25T00:02:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,77.8,55.0,52,2025-01-25T07:47:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,64.1,79.3,78,2025-01-25T09:28:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,61.1,20.1,45,2025-01-25T03:54:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,86.4,71.9,59,2025-01-24T21:08:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,62.3,65.6,41,2025-01-25T00:53:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.9,25.9,98,2025-01-24T22:41:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,93.0,91.5,92,2025-01-25T19:27:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.8,4.5,40,2025-01-25T16:27:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,88.1,3.7,43,2025-01-24T22:50:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,72.2,15.2,42,2025-01-24T20:44:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,56.4,68.0,48,2025-01-25T17:37:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,83.8,2.7,80,2025-01-25T18:25:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,68.8,22.2,53,2025-01-25T17:14:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,68.0,61.6,42,2025-01-25T07:13:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,80.2,10.8,55,2025-01-24T23:28:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.4,71.6,63,2025-01-25T04:05:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,86.9,17.9,53,2025-01-24T21:15:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,89.5,46.2,46,2025-01-25T01:40:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,52.3,42.5,75,2025-01-25T13:25:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,69.8,62.6,77,2025-01-24T18:26:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,73.2,10.5,50,2025-01-24T18:46:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,79.9,10.6,46,2025-01-23T22:00:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,76.8,53.0,63,2025-01-24T08:50:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,70.1,12.4,84,2025-01-24T07:23:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,51.4,92.2,44,2025-01-23T21:59:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,56.2,93.7,63,2025-01-24T17:31:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,52.4,98.6,76,2025-01-24T12:37:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.5,53.3,74,2025-01-24T08:15:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,93.2,4.9,84,2025-01-24T04:15:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,56.3,55.7,48,2025-01-24T16:06:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,80.9,98.9,78,2025-01-24T16:54:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,68.2,93.8,94,2025-01-24T06:17:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,67.9,72.8,80,2025-01-24T01:34:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,75.8,2.8,44,2025-01-23T23:38:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,54.6,18.4,40,2025-01-23T22:58:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,63.1,93.1,58,2025-01-23T20:40:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.6,73.0,55,2025-01-24T18:57:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,56.2,73.0,46,2025-01-24T02:25:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.2,61.1,58,2025-01-24T02:05:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,73.3,11.4,40,2025-01-23T21:43:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,71.5,2.3,93,2025-01-24T12:28:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,74.4,8.2,65,2025-01-23T23:06:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.0,83.7,98,2025-01-23T22:59:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,82.0,69.0,41,2025-01-23T03:43:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,55.1,87.0,64,2025-01-23T03:32:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,52.4,42.2,73,2025-01-23T14:54:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,78.9,47.1,69,2025-01-23T04:55:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,58.2,19.4,48,2025-01-23T13:51:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,94.3,27.5,75,2025-01-22T21:41:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,54.6,52.7,85,2025-01-23T05:04:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,80.2,23.5,86,2025-01-23T13:26:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,54.9,85.5,63,2025-01-22T23:35:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,91.5,80.3,46,2025-01-23T09:54:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,67.2,1.1,98,2025-01-23T17:07:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,57.3,51.6,78,2025-01-23T01:57:40.056241,normal
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,50.0,55.3,48,2025-01-22T21:57:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,79.8,54.1,96,2025-01-22T21:27:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,60.7,13.5,61,2025-01-23T14:37:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,82.7,27.8,66,2025-01-23T05:25:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,79.7,16.2,59,2025-01-23T12:08:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,85.4,99.7,95,2025-01-22T21:50:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,79.8,94.8,63,2025-01-23T07:41:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,86.7,93.0,45,2025-01-23T10:42:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,73.5,69.6,72,2025-01-23T00:52:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,84.7,52.2,97,2025-01-23T07:39:40.056241,warning
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,89.0,34.5,82,2025-01-23T02:09:40.056241,critical
185ae168-bf79-4064-a657-6548e46f14a3,CNC Machine #8432,Factory Floor A,61.0,62.0,92,2025-01-22T20:23:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,75.7,28.7,73,2025-01-29T11:39:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,60.1,17.0,63,2025-01-29T17:14:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,86.2,59.0,43,2025-01-28T21:50:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,54.3,92.4,73,2025-01-29T07:06:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,79.8,63.5,70,2025-01-29T19:01:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,68.4,11.8,82,2025-01-29T12:43:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,82.9,20.7,79,2025-01-29T00:57:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,90.2,9.5,50,2025-01-29T15:34:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,61.8,0.2,56,2025-01-29T00:59:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,69.5,24.3,88,2025-01-29T13:49:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,86.1,4.5,64,2025-01-29T11:48:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,79.6,70.6,94,2025-01-29T15:40:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,60.1,42.4,84,2025-01-29T00:36:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,69.3,76.9,60,2025-01-29T04:14:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,69.5,34.5,70,2025-01-29T00:17:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,81.3,64.2,90,2025-01-29T08:51:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,68.3,54.9,59,2025-01-28T21:24:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,59.3,31.1,100,2025-01-28T23:55:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,79.4,24.5,49,2025-01-29T15:14:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,91.4,91.5,62,2025-01-29T01:02:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,61.2,94.7,41,2025-01-29T04:57:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,77.0,33.3,68,2025-01-29T02:42:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,88.4,2.3,50,2025-01-29T18:40:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,72.3,68.5,82,2025-01-29T09:40:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,87.7,59.9,79,2025-01-28T12:32:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,72.4,73.5,79,2025-01-28T05:04:40.056241,warning
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,57.8,52.7,83,2025-01-27T21:12:40.056241,normal
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,93.5,85.0,49,2025-01-28T06:56:40.056241,critical
cbc75750-b607-49f5-a3df-8efbc24451ff,Pump System #8660,Workshop E,69.7,13.5,65,2025-01-27T23:17:40.056241,warning
